filename,lat,lon,alt,x,y,z,w
img_00065.png,-6.661e-05,3.13e-05,0.15,-1.109e-05,9.382e-05,0.50199085,-0.86487293
img_00068.png,-8.667e-05,7.559e-05,0.17,0.00372637,-0.00200239,0.50217021,-0.86475843
img_00069.png,0.00010007,0.00021044,0.18,0.00109285,-0.00043577,0.50223649,-0.86472952
img_00070.png,0.00030253,0.00035948,0.18,0.00049873,-4.643e-05,0.50229657,-0.86469525
img_00072.png,0.00069407,0.00067807,0.2,0.01248498,-0.00688457,0.50237334,-0.86453325
img_00073.png,0.0013285,0.00110117,0.21,0.009648,-0.00515402,0.50245184,-0.86453599
img_00075.png,0.00339182,0.00244968,0.22,0.00167678,-0.00029742,0.50259978,-0.86451757
img_00076.png,0.0044865,0.00319229,0.23,0.00142337,5.2e-06,0.50266159,-0.8644821
img_00077.png,0.00553622,0.0039289,0.24,0.00156223,0.00010606,0.5015927,-0.86510253
img_00078.png,0.0066594,0.00475111,0.24,0.0013084,0.00012306,0.45151567,-0.89226222
img_00079.png,0.00773236,0.00556777,0.25,0.00074666,0.00023904,0.45209017,-0.89197189
img_00080.png,0.00881841,0.00641807,0.26,0.00050022,0.00020523,0.45499673,-0.89049292
img_00081.png,0.00992565,0.00730376,0.27,0.00064979,-1.919e-05,0.45538265,-0.89029557
img_00082.png,0.01093836,0.00812471,0.27,0.00080097,-0.00022501,0.44225582,-0.89688855
img_00083.png,0.01201992,0.00900718,0.28,0.00047369,-0.00016588,0.44062176,-0.89769268
img_00084.png,0.01305815,0.00985659,0.29,0.00053114,-0.00027746,0.44190672,-0.89706081
img_00085.png,0.01413463,0.01073592,0.3,0.00070688,-0.0004371,0.442238,-0.89689738
img_00086.png,0.01517126,0.01157818,0.3,0.00042594,-0.00035536,0.44232732,-0.89685351
img_00087.png,0.01627421,0.01246767,0.31,0.00017849,-0.00028161,0.44216922,-0.89693159
img_00088.png,0.01730711,0.01329304,0.32,0.00028195,-0.00036899,0.44027779,-0.89786148
img_00089.png,0.01840279,0.01415892,0.32,0.00056741,-0.00054114,0.44003344,-0.89798105
img_00090.png,0.01949612,0.01501188,0.33,0.00063958,-0.00060418,0.43995643,-0.89801872
img_00091.png,0.02056446,0.0158341,0.34,0.00047337,-0.00054829,0.43988231,-0.89805514
img_00093.png,0.02276031,0.01748691,0.35,0.00054504,-0.00064414,0.43973124,-0.89812905
img_00094.png,0.02387876,0.01830824,0.36,0.0005528,-0.00069009,0.4396553,-0.89816612
img_00096.png,0.02613162,0.01991639,0.38,0.00014098,-0.00061441,0.43950573,-0.89823955
img_00097.png,0.02732315,0.02073754,0.38,9.573e-05,-0.00069038,0.43942699,-0.89827806
img_00099.png,0.02960487,0.02223855,0.4,0.00042296,-0.00111561,0.4392781,-0.89835036
img_00100.png,0.03078442,0.02297263,0.41,-6.189e-05,-0.00106454,0.43920401,-0.89838672
img_00101.png,0.03199293,0.02368432,0.41,-9.54e-05,-0.00072459,0.43912843,-0.89842403
img_00102.png,0.03317457,0.02435249,0.42,0.00023836,-0.00047559,0.43905425,-0.89846039
img_00103.png,0.03439906,0.02503413,0.43,0.00064596,-0.0003074,0.43897718,-0.89849794
img_00104.png,0.03562534,0.02572139,0.44,0.00088552,-0.00012799,0.4389005,-0.89853519
img_00105.png,0.03679345,0.02639105,0.44,0.00088512,9.036e-05,0.43882722,-0.89857101
img_00108.png,0.04036976,0.02859804,0.47,0.00088267,0.00041081,0.43859962,-0.89868206
img_00109.png,0.04152768,0.02937649,0.47,0.00098272,0.00037091,0.43852386,-0.89871895
img_00110.png,0.04267258,0.03018051,0.48,0.00106354,0.0003081,0.43844792,-0.89875591
img_00111.png,0.04375228,0.03097004,0.49,0.00103431,0.00027853,0.43837559,-0.89879125
img_00112.png,0.04490312,0.03184362,0.5,0.00100198,0.00023235,0.43829799,-0.89882916
img_00113.png,0.04603243,0.03273078,0.5,0.0008981,0.00021518,0.4382216,-0.89886647
img_00114.png,0.0470998,0.03359417,0.51,0.00083047,0.00018452,0.4381485,-0.89890218
img_00115.png,0.04820991,0.03451546,0.52,0.00084533,0.0001181,0.43807217,-0.89893943
img_00116.png,0.04928668,0.03542953,0.53,0.00092397,3.454e-05,0.43799755,-0.89897567
img_00117.png,0.05038599,0.03638133,0.53,0.000904,1.516e-05,0.4379212,-0.89901292
img_00118.png,0.05143072,0.03730199,0.54,0.00088821,1.64e-05,0.43784824,-0.89904845
img_00119.png,0.05253644,0.03829312,0.55,0.00089308,3.242e-05,0.43777087,-0.89908612
img_00120.png,0.05356136,0.03922771,0.56,0.00091599,6.565e-05,0.43769866,-0.89912128
img_00121.png,0.05467322,0.04026044,0.56,0.00072028,0.00024391,0.43762043,-0.89915949
img_00123.png,0.05673701,0.04224908,0.58,0.00074473,0.00050498,0.43747184,-0.89923167
img_00126.png,0.05976868,0.04539608,0.6,0.00039451,-0.00046148,0.43724769,-0.89934093
img_00127.png,0.06077159,0.04643568,0.61,-3.2e-07,-0.00068413,0.43717363,-0.89937687
img_00128.png,0.06179115,0.0474594,0.61,2.513e-05,-0.00091237,0.43709835,-0.89941323
img_00129.png,0.06283905,0.04846056,0.62,0.00080389,-6.125e-05,0.43702164,-0.8994506
img_00130.png,0.06384904,0.04943693,0.63,0.00101259,0.0003509,0.436948,-0.89948612
img_00131.png,0.06488486,0.05047436,0.64,0.00065513,0.00062366,0.43687132,-0.89952356
img_00132.png,0.06585588,0.05149112,0.64,0.0002802,-6.017e-05,0.43679848,-0.89955932
img_00133.png,0.06683937,0.05252399,0.65,0.00023347,-0.000839,0.43672377,-0.89959526
img_00134.png,0.06787538,0.05356912,0.66,0.00032067,-0.00096292,0.43664595,-0.89963287
img_00135.png,0.06886268,0.05451898,0.67,0.00067946,-0.0003562,0.43657279,-0.89966863
img_00137.png,0.07090144,0.05649881,0.68,0.00115629,0.00040541,0.43642327,-0.89974064
img_00138.png,0.07190929,0.05753567,0.69,0.0006137,-0.00021177,0.43634942,-0.89977705
img_00139.png,0.07290473,0.05856131,0.7,0.0002493,-0.00084964,0.4362762,-0.89981234
img_00140.png,0.07392707,0.05957603,0.7,0.00032948,-0.00108767,0.43620118,-0.89984846
img_00141.png,0.07494911,0.06054516,0.71,0.00014047,-0.00099999,0.43612877,-0.89988369
img_00142.png,0.07602471,0.06152223,0.72,0.0002999,-0.0010402,0.43605301,-0.89992034
img_00143.png,0.07712287,0.0624782,0.73,0.00031628,-0.00097875,0.43597734,-0.89995706
img_00144.png,0.07818965,0.06337216,0.73,0.00014434,-0.00080987,0.43590596,-0.89999181
img_00145.png,0.07934541,0.06430855,0.74,0.00026809,-0.00076713,0.43582863,-0.9000293
img_00147.png,0.08158735,0.06605092,0.76,0.00039959,-0.00062595,0.43568099,-0.90010083
img_00148.png,0.08271108,0.06689767,0.76,0.00036244,-0.00051325,0.4356083,-0.90013611
img_00150.png,0.08499939,0.06858817,0.78,0.00048912,-0.0004173,0.4354606,-0.90020758
img_00152.png,0.08737228,0.07031591,0.79,0.00049262,-0.00031969,0.43530858,-0.90028113
img_00153.png,0.08849707,0.07113111,0.8,0.00058596,-0.00034609,0.43523663,-0.90031582
img_00154.png,0.08969349,0.07199717,0.81,0.00068087,-0.00039382,0.43516022,-0.90035266
img_00158.png,0.09434448,0.07533819,0.84,0.00032032,-0.00048808,0.43486667,-0.90049469
img_00159.png,0.09548858,0.07614073,0.85,0.00042051,-0.00065654,0.43479431,-0.90052944
img_00160.png,0.09666924,0.07695385,0.85,0.00051196,-0.00085021,0.4347201,-0.90056509
img_00161.png,0.0978819,0.07776877,0.86,0.00020338,-0.00088366,0.4346453,-0.90060127
img_00162.png,0.09907705,0.0785446,0.87,0.00022877,-0.00105754,0.43457195,-0.90063649
img_00163.png,0.10030629,0.07930711,0.88,0.00050925,-0.00064315,0.43449742,-0.90067273
img_00165.png,0.10278817,0.08083048,0.89,0.00067385,0.00021566,0.43434805,-0.90074486
img_00166.png,0.10395674,0.08157111,0.9,0.00081647,0.00051661,0.43427736,-0.90077871
img_00167.png,0.10517333,0.08238143,0.91,0.00085449,0.00021653,0.43420249,-0.90081489
img_00168.png,0.10633391,0.08318279,0.91,0.0007534,-0.00023164,0.43413025,-0.90084976
img_00169.png,0.10753459,0.08402535,0.92,0.00031868,-0.0011103,0.43405548,-0.9008854
img_00170.png,0.10872992,0.08488376,0.93,-0.00313005,-0.00822918,0.43396971,-0.90088445
img_00171.png,0.11002702,0.08553786,0.94,-0.0096551,-0.02189341,0.43379894,-0.90069193
img_00172.png,0.1118754,0.08559312,0.94,-0.01777811,-0.0385535,0.43347403,-0.90016544
img_00173.png,0.11451405,0.08457375,0.95,-0.02615453,-0.05567552,0.43298605,-0.89929932
img_00174.png,0.11848774,0.08192012,0.96,-0.0331432,-0.07053772,0.43241435,-0.89830047
img_00175.png,0.12414245,0.07720321,0.97,-0.05041162,-0.10658593,0.43065599,-0.89478129
img_00177.png,0.14373788,0.05718829,0.98,-0.0909916,-0.19074576,0.42381355,-0.88074893
img_00178.png,0.15901542,0.04013025,0.99,-0.09581541,-0.20069697,0.42268798,-0.87856418
img_00179.png,0.17798051,0.01830521,0.99,-0.09865644,-0.20652515,0.42197028,-0.87724304
img_00180.png,0.19752048,-0.0046574,1.0,-0.10030976,-0.21024729,0.4214533,-0.87641948
img_00181.png,0.21901433,-0.03029375,1.01,-0.10146885,-0.21250927,0.42112494,-0.87589818
img_00183.png,0.2618224,-0.08213538,1.02,-0.10715566,-0.2241586,0.4195964,-0.87304604
img_00184.png,0.28335503,-0.10847876,1.03,-0.1101623,-0.23015429,0.41879421,-0.87149566
img_00185.png,0.30582318,-0.13610205,1.04,-0.11116349,-0.23217343,0.41846541,-0.87099075
img_00186.png,0.32913241,-0.16486478,1.04,-0.11150482,-0.23297805,0.41827545,-0.8708235
img_00187.png,0.35126677,-0.19224568,1.05,-0.11160135,-0.23336996,0.41813499,-0.87077361
img_00188.png,0.3748917,-0.22151609,1.06,-0.11168838,-0.23384383,0.41797116,-0.87071401
img_00189.png,0.39694911,-0.24886528,1.07,-0.11184775,-0.23395869,0.41790006,-0.87069684
img_00190.png,0.4209865,-0.27869108,1.07,-0.11193693,-0.23393737,0.41783917,-0.87072033
img_00191.png,0.44311422,-0.30616617,1.08,-0.11197942,-0.23388173,0.41778427,-0.87075615
img_00192.png,0.46663547,-0.3353889,1.09,-0.1120282,-0.23386875,0.41771674,-0.87078577
img_00193.png,0.4904376,-0.36497587,1.1,-0.11210886,-0.23395251,0.41763344,-0.87079281
img_00194.png,0.51286161,-0.39286098,1.1,-0.11213144,-0.23394145,0.41756487,-0.87082577
img_00195.png,0.53663266,-0.42243019,1.11,-0.1121484,-0.23393042,0.41749078,-0.87086207
img_00197.png,0.5805639,-0.47709143,1.12,-0.11213672,-0.23383683,0.41735455,-0.87095398
img_00198.png,0.60089874,-0.50239694,1.12,-0.11215705,-0.23384611,0.41728231,-0.87098348
img_00201.png,0.66545922,-0.58274549,1.12,-0.11210411,-0.23358336,0.41709629,-0.8711499
img_00202.png,0.68765891,-0.61037564,1.11,-0.11228176,-0.23387314,0.4169862,-0.87110198
img_00203.png,0.7086134,-0.63645726,1.11,-0.11234943,-0.23391709,0.41691369,-0.87111616
img_00205.png,0.75195128,-0.69040626,1.11,-0.11249646,-0.23394507,0.41677892,-0.87115419
img_00207.png,0.79648805,-0.74586934,1.11,-0.11263198,-0.23380053,0.4166747,-0.8712253
img_00208.png,0.81737852,-0.77189785,1.11,-0.11275402,-0.2337977,0.41662228,-0.87123537
img_00211.png,0.88331991,-0.85414153,1.11,-0.11208807,-0.23410667,0.41621393,-0.8714335
img_00212.png,0.90509629,-0.88127244,1.11,-0.1115594,-0.23442775,0.41598123,-0.87152612
img_00213.png,0.92745298,-0.90905493,1.11,-0.11124267,-0.23452879,0.41582835,-0.87161237
img_00214.png,0.94959331,-0.93649411,1.11,-0.11112124,-0.23443586,0.41574982,-0.87169033
img_00216.png,0.99367088,-0.9909538,1.11,-0.11099825,-0.23441203,0.41558072,-0.87179303
img_00217.png,1.01533508,-1.017658,1.11,-0.11096291,-0.23443636,0.41549423,-0.87183219
img_00218.png,1.03780007,-1.04531527,1.11,-0.11096398,-0.23454487,0.41539383,-0.87185073
img_00219.png,1.05921173,-1.07164764,1.11,-0.11094604,-0.23462096,0.41530061,-0.87187696
img_00222.png,1.1260879,-1.15374839,1.11,-0.11129144,-0.23461373,0.41512868,-0.87191671
img_00223.png,1.14827526,-1.18097186,1.11,-0.11147422,-0.23440577,0.41512594,-0.87195063
img_00224.png,1.16992128,-1.20754707,1.11,-0.11167317,-0.23428012,0.41511074,-0.87196618
img_00225.png,1.19234443,-1.23510206,1.11,-0.11183286,-0.23408045,0.41510141,-0.87200379
img_00226.png,1.21369612,-1.26136947,1.11,-0.11203044,-0.23400183,0.41507694,-0.87201118
img_00227.png,1.23634923,-1.28927314,1.11,-0.11225311,-0.23395127,0.41504624,-0.87201071
img_00229.png,1.28029048,-1.34350312,1.11,-0.11159664,-0.23384781,0.41480383,-0.87223804
img_00230.png,1.30237973,-1.37076521,1.11,-0.11139988,-0.23429139,0.41460112,-0.87224054
img_00231.png,1.32421958,-1.39768958,1.11,-0.11108591,-0.23442976,0.41444296,-0.87231857
img_00232.png,1.34660769,-1.42524505,1.11,-0.11084662,-0.23466668,0.41427538,-0.87236488
img_00233.png,1.36797035,-1.45148623,1.11,-0.11086851,-0.23462249,0.4142141,-0.87240309
img_00234.png,1.39067566,-1.47933602,1.11,-0.11093465,-0.23464565,0.41414183,-0.87242275
img_00235.png,1.4118129,-1.50523615,1.11,-0.11100595,-0.23467882,0.4140738,-0.87243706
img_00237.png,1.45623791,-1.55962169,1.11,-0.11104433,-0.23451392,0.41396099,-0.87253004
img_00238.png,1.4784559,-1.58680725,1.11,-0.11112475,-0.23456675,0.41388682,-0.87254077
img_00239.png,1.5009414,-1.61431611,1.11,-0.11114323,-0.23449227,0.41382772,-0.87258649
img_00240.png,1.52289581,-1.64117372,1.11,-0.11117696,-0.23445521,0.41376531,-0.87262172
img_00241.png,1.54537773,-1.66867721,1.11,-0.11118897,-0.23437034,0.41370726,-0.87267053
img_00243.png,1.58927453,-1.72238588,1.11,-0.11196236,-0.2340198,0.41375992,-0.87264073
img_00244.png,1.61067319,-1.74861169,1.11,-0.11257183,-0.23380092,0.41383454,-0.87258565
img_00245.png,1.63335168,-1.77648437,1.11,-0.1123895,-0.23393582,0.41369703,-0.87263817
img_00246.png,1.65575051,-1.804057,1.11,-0.1120771,-0.23413174,0.41352564,-0.87270707
img_00247.png,1.67736554,-1.83067024,1.11,-0.1119192,-0.23422995,0.41340348,-0.87275881
img_00248.png,1.69952393,-1.85793698,1.11,-0.11264831,-0.23393394,0.41351205,-0.872693
img_00249.png,1.72088289,-1.88424981,1.11,-0.11361674,-0.23340406,0.41371214,-0.8726145
img_00250.png,1.74350798,-1.91222417,1.11,-0.1140058,-0.23320302,0.41374114,-0.87260377
img_00251.png,1.76475096,-1.93858993,1.11,-0.11362838,-0.23343703,0.41355479,-0.87267876
img_00252.png,1.78726935,-1.96657884,1.11,-0.11360418,-0.23348276,0.41346255,-0.87271339
img_00253.png,1.80845964,-1.99293745,1.11,-0.11407519,-0.23320013,0.41352698,-0.87269694
img_00254.png,1.83092642,-2.02093482,1.11,-0.114691,-0.23286197,0.41362274,-0.87266117
img_00255.png,1.85282326,-2.04830813,1.11,-0.11431482,-0.23304421,0.41344482,-0.87274617
img_00256.png,1.87443447,-2.07536054,1.11,-0.11392444,-0.23318598,0.4132739,-0.87284029
img_00257.png,1.8963021,-2.10272956,1.11,-0.11383809,-0.23277938,0.41326806,-0.87296289
img_00258.png,1.91763425,-2.12942863,1.11,-0.11426535,-0.23278855,0.41326281,-0.8729071
img_00260.png,1.96206892,-2.1851356,1.11,-0.11536986,-0.23256588,0.41333848,-0.87278533
img_00261.png,1.98281586,-2.21123576,1.11,-0.11511738,-0.23272574,0.41318992,-0.87284636
img_00263.png,2.02634239,-2.2660706,1.11,-0.11486995,-0.23284215,0.41297114,-0.87295145
img_00266.png,2.09138608,-2.34794712,1.11,-0.11278846,-0.23368266,0.41221672,-0.87335479
img_00267.png,2.11348009,-2.37560654,1.11,-0.11115833,-0.23452695,0.4116869,-0.87358731
img_00268.png,2.13462758,-2.40189362,1.11,-0.11074618,-0.23480609,0.41148484,-0.87365991
img_00269.png,2.15718007,-2.42974472,1.11,-0.11073291,-0.23480877,0.41140357,-0.87369913
img_00270.png,2.17849708,-2.45594144,1.11,-0.11081018,-0.23480976,0.41134283,-0.87371767
img_00271.png,2.20119309,-2.48373461,1.11,-0.11086231,-0.23459296,0.41131827,-0.87378085
img_00272.png,2.22260928,-2.50989676,1.11,-0.11102742,-0.23452352,0.41128719,-0.87379318
img_00273.png,2.24537587,-2.53766799,1.11,-0.11128952,-0.23453549,0.41125143,-0.87377346
img_00274.png,2.2678957,-2.56512117,1.11,-0.11151601,-0.23449019,0.41122213,-0.87377048
img_00276.png,2.31216502,-2.61907029,1.11,-0.11077418,-0.23469955,0.41090044,-0.87395996
img_00277.png,2.33339667,-2.64489675,1.11,-0.11051856,-0.23488325,0.41074604,-0.87401557
img_00278.png,2.35623479,-2.67262697,1.11,-0.11025584,-0.23502399,0.41059375,-0.87408245
img_00279.png,2.3788271,-2.70000219,1.11,-0.11003963,-0.23518382,0.41044635,-0.87413591
img_00281.png,2.42301726,-2.75337791,1.11,-0.10958813,-0.23526597,0.41020074,-0.87428582
img_00282.png,2.44490385,-2.7797277,1.11,-0.10972694,-0.23525053,0.41015357,-0.8742947
img_00283.png,2.46762729,-2.80704451,1.11,-0.1101161,-0.23508482,0.41017765,-0.87427908
img_00284.png,2.48955965,-2.83340502,1.11,-0.11050788,-0.23496693,0.41019502,-0.87425315
img_00285.png,2.51285267,-2.8614223,1.11,-0.11088653,-0.23478466,0.41021979,-0.87424254
img_00286.png,2.53683019,-2.89031148,1.12,-0.11099814,-0.23463446,0.41019309,-0.87428129
img_00287.png,2.56007552,-2.91836452,1.12,-0.11074544,-0.23475428,0.41005245,-0.87434709
img_00289.png,2.60825253,-2.97651029,1.14,-0.11021695,-0.23489057,0.40978214,-0.87450397
img_00290.png,2.63283134,-3.00613952,1.15,-0.11000173,-0.23500647,0.40964305,-0.87456512
img_00291.png,2.65593433,-3.03395391,1.16,-0.10982078,-0.23511426,0.40951616,-0.87461829
img_00292.png,2.68044758,-3.0634222,1.16,-0.10964762,-0.23522605,0.40938535,-0.87467122
img_00293.png,2.70438838,-3.09215569,1.17,-0.10949881,-0.23534209,0.40925977,-0.87471741
img_00295.png,2.75198388,-3.14913869,1.19,-0.10936287,-0.23541862,0.40906933,-0.87480289
img_00296.png,2.77535152,-3.17705703,1.2,-0.10946096,-0.23540264,0.40901527,-0.87482023
img_00298.png,2.82261658,-3.23347592,1.21,-0.10955133,-0.23517661,0.40892696,-0.87491095
img_00299.png,2.84707141,-3.26265836,1.22,-0.10949381,-0.23486458,0.40890354,-0.87501293
img_00303.png,2.94183183,-3.37577176,1.25,-0.10988662,-0.23512675,0.40861493,-0.87502807
img_00304.png,2.96564746,-3.40421557,1.26,-0.10995152,-0.23514231,0.40854695,-0.8750475
img_00305.png,2.98861241,-3.43164968,1.27,-0.11001389,-0.23515621,0.40848163,-0.87506646
img_00306.png,3.01299524,-3.46078587,1.27,-0.11006057,-0.23512264,0.40841886,-0.87509888
img_00307.png,3.03709507,-3.48959041,1.28,-0.11012155,-0.23510951,0.40835536,-0.87512434
img_00308.png,3.0603435,-3.5173862,1.29,-0.11018611,-0.23509254,0.4082959,-0.87514853
img_00311.png,3.13148403,-3.60249591,1.31,-0.11037996,-0.23488623,0.40814516,-0.8752498
img_00312.png,3.15471864,-3.6303165,1.32,-0.11049702,-0.23486911,0.40809488,-0.87526309
img_00314.png,3.20202684,-3.68701506,1.33,-0.11029874,-0.23494956,0.40789333,-0.87536043
img_00315.png,3.22581816,-3.71553302,1.34,-0.10987718,-0.23507594,0.40771899,-0.87546074
img_00316.png,3.24959946,-3.74400687,1.35,-0.10955905,-0.23536564,0.40752676,-0.8755123
img_00318.png,3.29329967,-3.79619288,1.35,-0.10891411,-0.23563302,0.40720952,-0.87566841
img_00319.png,3.31445241,-3.82136488,1.35,-0.10892574,-0.23568408,0.40712798,-0.87569118
img_00321.png,3.35828686,-3.87338972,1.34,-0.10897887,-0.23553781,0.40701771,-0.87577516
img_00322.png,3.38089347,-3.90017581,1.34,-0.1090427,-0.23552985,0.40695387,-0.875799
img_00323.png,3.40409589,-3.92764974,1.34,-0.10912859,-0.23556967,0.40688226,-0.87581092
img_00324.png,3.42575121,-3.9532814,1.34,-0.10917279,-0.23553652,0.40682361,-0.87584156
img_00325.png,3.44852161,-3.98022723,1.34,-0.10917529,-0.23541573,0.4067722,-0.87589759
img_00328.png,3.5151968,-4.05912113,1.34,-0.10925664,-0.23525822,0.40659541,-0.87601185
img_00329.png,3.53812528,-4.08625412,1.34,-0.10932638,-0.23529686,0.40652308,-0.87602633
img_00330.png,3.56127191,-4.11364889,1.34,-0.10938723,-0.23530999,0.40645364,-0.87604743
img_00331.png,3.58248949,-4.13876438,1.34,-0.10945968,-0.23534741,0.40638664,-0.87605941
img_00332.png,3.60535026,-4.1658287,1.33,-0.10953731,-0.23537269,0.40631759,-0.87607491
img_00333.png,3.62694573,-4.191401,1.33,-0.10959195,-0.2353386,0.40626124,-0.8761034
img_00334.png,3.64987755,-4.21856213,1.33,-0.10967884,-0.23534074,0.40619862,-0.87612098
img_00335.png,3.67148614,-4.24416351,1.33,-0.10973047,-0.23525017,0.40615332,-0.87615985
img_00336.png,3.69443679,-4.27136517,1.33,-0.10985553,-0.23526916,0.40609378,-0.87616664
img_00337.png,3.71711564,-4.29825592,1.33,-0.10991004,-0.2350941,0.4060629,-0.87622112
img_00338.png,3.73898339,-4.3241992,1.33,-0.11003897,-0.23504418,0.40602192,-0.87623733
img_00339.png,3.76165032,-4.35111237,1.32,-0.10976148,-0.23522907,0.40585941,-0.87629783
img_00340.png,3.78297687,-4.37643099,1.32,-0.10938658,-0.23538353,0.40569103,-0.87638116
